cnnaffinity,Smiles
0.0,[H]C([H])=C([H])[C@@]([H])(c1c([H])c([H])c(OC([H])([H])[H])c(F)c1[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
0.0,[H]c1nc([H])c([C@]([H])(C([H])([H])n2nc([H])nc2[H])[C@@]([H])([C@]2([H])C([H])([H])C([H])([H])N([H])[C@@]2([H])OC([H])([H])C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])n1
0.0,[H]OC([H])([H])[C@](Cl)(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
0.0,[H]c1c([H])c(Cl)c([H])c(On2c([H])c([H])c(SOC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])N([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])c(C(=O)N([H])N([H])[H])c2=O)c1[H]
0.0,[H]O[C@]([H])(N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
0.0,[H]C(=C1SC(=S)N([H])C1=O)c1c(-c2c([H])c([H])c([H])c([H])c2N([H])[H])c(SC([H])([H])C(=O)OC([H])([H])[H])c([H])c(=O)n1[H]
0.0,[H]ON(C(=O)C(OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])[C@]([H])(ON=C=S)N1C([H])([H])C([H])([H])N(c2nc([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H]
0.0,[H]C(=O)N(C(=O)c1c([H])c(-c2nnn(-c3c([H])oc(C(=O)N([H])c4c([H])c([H])c(Cl)c([H])c4[H])c3[H])n2)c([H])n([H])c1=O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
0.0,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([C@]([H])(C(=O)N([H])C([H])([H])[H])c2nc([H])c([H])n2C([H])([H])c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])n([H])c(=O)c1C([H])([H])N([H])C(=O)C([H])([H])[H]
0.0,[H]c1nc([H])c([H])c(-c2c([H])c(C([H])([H])c3c(C([H])([H])[H])nn([H])c3C(=O)OC([H])([H])C([H])([H])[C@]([H])(C(=O)N([H])C3([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])n([H])c(=O)c2[H])n1
0.0,[H]c1c([H])c([C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N(O[C@]([H])(c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)n2c([H])c([H])c([H])c([H])c2=O)c([H])c(OC([H])([H])[H])c1OC([H])([H])[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])Oc2c(Cl)c([H])c(-c3c([H])c([H])c([H])c(C#N)c3[H])c([H])c2C([H])([H])Sc2c(N3C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C3([H])[H])c([H])n([H])c(=O)c2[H])c([H])c1[H]
0.0,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])N([H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])[C@]([H])(C(=O)N([H])c4c([H])c([H])c(Cl)c([H])c4[H])C3([H])[H])c2=O)c([H])c([H])c1[H]
0.0,[H]c1sc(C([H])([H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n(C(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c(=O)c2[H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H]
0.0,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])I)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H]
0.0,[H]ON=C([H])[C@@](c1c([H])nnc([H])c1C(=O)N([H])N([H])[H])(C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])[C@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
0.0,[H]C#CC([H])([H])O[C@](N(C([H])([H])C([H])([H])C(C(=O)N([H])O[H])=C([H])c1c([H])c([H])c(=O)n(N([H])C([H])([H])[H])c1[H])[C@@]([H])(N([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c(F)c1[H]
0.0,[H]c1sc(-n2c([H])c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])[C@]3([H])N([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c2=O)c([H])c1[H]
0.0,[H]OC(=O)C([H])([H])C([H])([H])n1c([H])c(C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(S[H])c(-c2c([H])c(C([H])([H])N([H])[H])c(N([H])C([H])([H])c3c([H])c([H])nc([H])c3[H])c([H])c2C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c1=O
0.0,[H]c1nc(C([H])([H])[C@@]([H])(C2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])c(C(F)(F)F)c(C([H])([H])N([H])[C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
0.0,[H]c1oc(OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c(-n2c([H])c([H])c(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c(S(=O)(=O)N([H])[H])c2=O)c1[H]
0.0,[H]O[C@@]([H])(C#Cc1nc([H])c([H])c([H])c1F)[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[H]
0.0,[H]Sc1c([H])c([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2-c2c([H])c([H])c([H])c(Cl)c2Cl)c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C(O[C@@]([H])(C([H])([H])C([H])=C([H])[H])[C@@]([H])(c1c([H])nc(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(=O)n([H])c1[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])C(=O)N([H])c2c([H])c([H])c(=O)n([H])c2[H])c([H])c1[H]
0.0,[H]c1nc([H])c(C(=O)N([H])c2c([H])c(OC([H])([H])[H])c([H])c([H])c2C(=O)N([H])c2c(SC([H])([H])Cl)c(-c3c([H])c([H])c(F)c([H])c3F)c(=O)n([H])c2[H])c([H])c1[H]
0.0,[H]OC([H])([H])[C@@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c(Cl)c(Cl)c1[H]
0.0,[H]Sc1c([H])c([H])n(-c2nnn([H])n2)c(=O)c1C(=O)N([H])N([H])n1nc([H])c(N([H])C([H])([H])C([H])([H])N([H])Sc2c([H])c([H])c([H])c([H])c2[H])c1[H]
0.0,[H]OP(=O)(O[H])C(F)(F)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])c1nc([H])c([H])n1C1([H])C([H])([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)[C@@]([H])(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H]
0.0,[H]OC([H])([H])[C@]([H])(OSc1c([H])c(C([H])(F)F)n([H])c(=O)c1C(=O)N([H])N([H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]c1nc(-c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c(C([H])([H])Cl)c([H])n([H])c2=O)o1
0.0,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1c(C([H])([H])N([H])C([H])([H])[H])c([H])n(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
0.0,[H]C(=O)c1c([H])nc([H])n1-n1c([H])c([H])c([H])c(C(=O)N([H])[C@]([H])([C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])C([H])([H])c2oc([H])nc2-n2nc([H])c([H])c2[H])c1=O
0.0,[H]N=[N+]=NC([H])=C([H])C(=O)N([H])n1c([H])c(C([H])=C(C(=O)N([H])O[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c(N([H])[H])c([H])c2[H])c([H])c([H])c1=O
0.0,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n(C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1-c1c([H])nn(C([H])([H])c2nnc(C([H])([H])[H])o2)c1[H])C([H])([H])C([H])([H])C([H])([H])O[H]
0.0,[H]OC(c1c([H])c([H])c(N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C(=O)Oc2oc([H])c([H])c2-n2c([H])c(N([H])c3c([H])c([H])c(F)c([H])c3[H])c(C([H])([H])S[H])c([H])c2=O)c(C#N)c1[H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]c1nc([C@]2([H])C([H])([H])C([H])([H])[C@]([H])([C@@]3([H])OC([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(S(=O)(=O)c4c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n([H])c4=O)C3([H])[H])C2([H])[H])c([H])c(C([H])([H])[H])c1[H]
0.0,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c(O[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])F)c([H])n([H])c1=O
0.0,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c1nnn([H])n1)[C@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])N([H])[H]
0.0,[H]C([H])=C([H])c1c(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(C(=O)N([H])[H])c([H])c2[H])nc([H])c([H])c1[H]
0.0,[H]Sc1c(C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])n(N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c(=O)c1N1C(=O)C([H])=C([H])C1=O
0.0,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(N(c3c([H])c([H])c([H])c(N([H])C(=O)N([H])[H])c3[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])c2[H])c([H])n([H])c(=O)c1[H]
0.0,[H]OC(=O)c1c(C([H])([H])c2c([H])c([H])c([H])c(=O)n2[H])c(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])C([H])([H])[C@]([H])(N([H])[H])N([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])nn1[H]
0.0,[H]c1c([H])c(N(Sc2c(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c(=O)c2[H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c([H])c(F)c1F
0.0,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])c1c([H])c([H])c(Cl)c(Cl)c1[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
0.0,[H]ON([H])C(=O)C([H])([H])c1c([H])c([H])n(-c2nc([H])c([H])n2[H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])[C@@]([H])(C(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c(F)c([H])c(F)c1[H]
0.0,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(C([H])([H])O[C@@]([H])(C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F)C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
0.0,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])n([H])c(=O)c1C(=O)N(c1c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
0.0,[H]OP(=O)(O[H])C(F)(F)[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])[C@]1([H])SC([H])([H])[H]
0.0,[H]Oc1c([H])c([H])c([H])c(N([H])c2c([H])c([H])c([H])c(-c3c(SC4([H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c(=O)n([H])c3N=C=S)c2[H])c1C([H])([H])C1([H])C([H])([H])C1([H])[H]
0.0,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2C([H])([H])N2C([H])([H])C([H])([H])N([H])[C@@]([H])(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]2([H])C(=O)C([H])([H])[H])c([H])n([H])c(=O)c1[H]
0.0,[H]Sc1c([H])c(C([H])([H])C([H])([H])C(=O)N(OC([H])([H])OC([H])([H])[H])N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])n([H])c(=O)c1[H]
0.0,[H]c1c([H])c([H])c(-c2c([H])c(C#N)c([H])c(-c3c([H])c(Cl)c([H])c(C([H])([H])Sc4c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c4[H])c3[H])c2[H])c(C#N)c1[H]
0.0,[H]N=C(N([H])[H])[C@@]([H])(C([H])([H])c1c([H])c([H])nn1C([H])([H])[H])[C@@](c1c([H])c(-c2c([H])c([H])c(OC(F)(F)F)c([H])c2[H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F
0.0,[H]Sc1c(-c2c([H])c(Cl)c([H])c(Cl)c2[H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n(-c2nnn([H])n2)c(=O)c1C(=O)N([H])N([H])[H]
0.0,[H]ON(C(=O)C(=C([H])c1c([H])c(N([H])C(=O)c2oc([H])c([H])c2[H])c(=O)n(-c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c1[H])C([H])([H])C#N)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
0.0,[H]Oc1c([H])c(-c2c(-c3c(S[H])c([H])c(=O)n([H])c3N=C=S)c([H])c([H])c([H])c2N([H])C(=O)N([H])[H])c([H])c(-c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c1O[H]
0.0,[H]O[C@@]1([H])C([H])([H])N([C@]([H])(C([H])([H])C([H])([H])C([H])([H])N(C(=O)c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2oc([H])nc2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C(=O)N([H])C([H])([H])[H]
0.0,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])O[C@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c1Cl
0.0,[H]O[C@]1([H])C([H])([H])N(n2c([H])c(N([H])C(=O)c3c([H])c([H])c(OC([H])([H])c4c([H])c([H])c5c(c4[H])OC([H])([H])[C@@]([H])(N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])O5)c([H])c3[H])c(S[H])c([H])c2=O)C([H])([H])C1([H])[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([C@]([H])(C([H])=C([H])[H])[C@@]([H])(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])S(=O)(=O)C([H])([H])[H])c([H])c(=O)n(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H])C([H])([H])C#N
0.0,[H]C(=C([H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c1c([H])c([H])nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H]
0.0,[H]ON([H])C(=O)C(=C(c1c(N2C(=O)C([H])=C([H])C2=O)c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]OC([H])([H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C(c1c(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])c3nn([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H])c1nc([H])c([H])n1[H]
0.0,[H]OC([H])([H])C([H])([H])C([H])([H])N(C(=O)n1c([H])c([C@]([H])(c2nc([H])c([H])s2)C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(C(=O)N([H])N([H])[H])c1=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N=C=S
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])n1c(C([H])([H])[H])nc([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C(OC([H])([H])[C@]([H])(n1c([H])nc([H])c1[H])[C@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])C([H])([H])[H])c1c([H])c([H])c(=O)n([H])c1C(=O)N([H])C([H])([H])[H]
0.0,[H]c1nc([H])c(C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])N([H])c2nc([H])c([H])s2)o1
0.0,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])[C@](OC(=O)N([H])[C@@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])O[C@@]1([H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@](C(=O)N([H])C([H])([H])C([H])([H])[H])(C([H])([H])c1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H])C([H])([H])n1nc([H])nc1[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c(-c4nnnn4[H])c3c([H])c2[H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]
0.0,[H]c1nc(C([H])([H])[C@]([H])(c2c(SC(F)(F)F)c([H])c([H])n([H])c2=O)[C@@]([H])(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])N2C(=O)C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])[H])c1[H]
0.0,[H]c1c([H])c([H])c([C@]2([H])N([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])[C@]2([H])OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])c(F)c1[H]
0.0,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(C(=O)Sc2c([H])c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)c2C(=O)N([H])N([H])[H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n(C([H])([H])c2nc([H])n([H])c2[H])c1N([H])C(=O)N([H])n1c([H])c([H])c([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@@]([H])(n2c([H])c([H])c([H])c2[H])C1([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])[C@@]([H])(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N(C([H])([H])c2c([H])c([H])c3c([H])c([H])n([H])c3c2[H])[C@@]([H])(n2c([H])c([H])c([H])c2[H])C1([H])[H]
